Agency,Incident Number,Arrest Date,Arrest Location,Arrest Offense by UCR Code,Arrest Type,Age,Sex,Race,Ethnicity
MSP - DFS,2019-0D5-000031,20190119,OAK BLUFFS,MV,M,38,M,W,BRA
MSP - DFS,2019-0C5-000248,20190119,OXFORD,MV,M,41,M,B,HT
MSP - DFS,2019-0C5-000248,20190119,OXFORD,MV,M,41,M,B,HT
MSP - DFS,2019-0B1-000355,20190119,LEE,90D,M,52,M,H,CB
MSP - DFS,2019-0B1-000355,20190119,LEE,90G,M,52,M,H,CB
MSP - DFS,2019-0B1-000355,20190119,LEE,MV,M,52,M,H,CB
MSP - DFS,2019-0B1-000355,20190119,LEE,MV,M,52,M,H,CB
MSP - DFS,2019-0C6-000570,20190121,WORCESTER,250,O,28,M,H,PR
MSP - DFS,2019-0C6-000570,20190121,WORCESTER,250,O,28,M,H,PR
MSP - DFS,2019-0C6-000570,20190121,WORCESTER,35A,F,28,M,H,PR
MSP - DFS,2019-0C6-000570,20190121,WORCESTER,35A,F,28,M,H,PR
MSP - DFS,2019-0C6-000570,20190121,WORCESTER,35A,F,28,M,H,PR
MSP - DFS,2019-0C6-000570,20190121,WORCESTER,35A,F,28,M,H,PR
MSP - DFS,2019-0CX-000526,20190121,MILLBURY,90Z,W,37,M,O,CA
MSP - DFS,2019-0D4-000434,20190121,MIDDLEBOROUGH,90D,M,49,M,B,HT
MSP - DFS,2019-0D4-000434,20190121,MIDDLEBOROUGH,MV,M,49,M,B,HT
MSP - DFS,2019-0D4-000434,20190121,MIDDLEBOROUGH,MV,M,49,M,B,HT
MSP - DFS,2019-0D7-000458,20190122,WAREHAM,90D,M,28,M,J,EY
MSP - DFS,2019-0D7-000458,20190122,WAREHAM,MV,M,28,M,J,EY
MSP - DFS,2019-0D7-000458,20190122,WAREHAM,MV,M,28,M,J,EY
MSP - DFS,2019-0A6-000662,20190122,SAUGUS,MV,M,29,M,O,VM
MSP - DFS,2019-0A6-000662,20190122,SAUGUS,MV,M,29,M,O,VM
MSP - DFS,2019-0A6-000662,20190122,SAUGUS,MV,O,29,M,O,VM
MSP - DFS,2019-0B3-000478,20190122,SPRINGFIELD,MV,M,31,M,H,PR
MSP - DFS,2019-0B3-000478,20190122,SPRINGFIELD,MV,M,31,M,H,PR
MSP - DFS,2019-0B3-000478,20190122,SPRINGFIELD,MV,M,31,M,H,PR
MSP - DFS,2019-0B3-000478,20190122,SPRINGFIELD,MV,M,31,M,H,PR
MSP - DFS,2019-0F1-003310,20190122,BOSTON,90Z,W,35,M,H,PR
MSP - DFS,2019-0F1-003310,20190122,BOSTON,90Z,W,35,M,H,PR
MSP - DFS,2019-0F1-003310,20190122,BOSTON,90Z,W,35,M,H,PR
MSP - DFS,2019-0H6-000593,20190123,BOSTON,35A,F,28,M,H,DR
MSP - DFS,2019-0H6-000593,20190123,BOSTON,90Z,F,28,M,H,DR
MSP - DFS,2019-0D5-000038,20190123,OAK BLUFFS,90D,M,38,M,W,BRA
MSP - DFS,2019-0D5-000038,20190123,OAK BLUFFS,90D,M,38,M,W,BRA
MSP - DFS,2019-0D5-000038,20190123,OAK BLUFFS,MV,M,38,M,W,BRA
MSP - DFS,2019-0D5-000038,20190123,OAK BLUFFS,MV,M,38,M,W,BRA
MSP - DFS,2019-0D5-000038,20190123,OAK BLUFFS,MV,M,38,M,W,BRA
MSP - DFS,2019-0A4-000652,20190123,MEDFORD,MV,M,41,M,H,BRA
MSP - DFS,2019-0A4-000652,20190123,MEDFORD,MV,M,41,M,H,BRA
MSP - DFS,2019-0A4-000652,20190123,MEDFORD,MV,M,41,M,H,BRA
MSP - DFS,2019-0A4-000652,20190123,MEDFORD,MV,M,41,M,H,BRA
MSP - DFS,2019-0F1-003613,20190123,BOSTON,90Z,W,52,M,U,DR
MSP - DFS,2019-0C5-000348,20190124,STURBRIDGE,MV,M,25,M,H,PR
MSP - DFS,2019-0A6-000738,20190124,WOBURN,13A,F,33,F,W,BRA
MSP - DFS,2019-0A6-000738,20190124,WOBURN,90Z,W,33,F,W,BRA
MSP - DFS,2019-0A1-001241,20190125,LOWELL,90Z,W,27,M,H,DR
MSP - DFS,2019-0A1-001241,20190125,LOWELL,90Z,W,27,M,H,DR
MSP - DFS,2019-0A4-000709,20190125,MEDFORD,35A,F,31,M,H,DR
MSP - DFS,2019-0A4-000709,20190125,MEDFORD,35A,F,31,M,H,DR
MSP - DFS,2019-0D4-000522,20190125,MIDDLEBOROUGH,90D,M,31,F,H,BRA
MSP - DFS,2019-0D4-000522,20190125,MIDDLEBOROUGH,MV,M,31,F,H,BRA
MSP - DFS,2019-0A4-000709,20190125,MEDFORD,MV,M,31,M,H,DR
MSP - DFS,2019-0A4-000709,20190125,MEDFORD,MV,M,31,M,H,DR
MSP - DFS,2019-0D4-000522,20190125,MIDDLEBOROUGH,MV,,31,F,H,BRA
MSP - DFS,2019-0D4-000522,20190125,MIDDLEBOROUGH,MV,M,31,F,H,BRA
MSP - DFS,2019-0C6-000663,20190125,STERLING,13A,F,33,F,O,CR
MSP - DFS,2019-0C6-000663,20190125,STERLING,13A,F,33,F,O,CR
MSP - DFS,2019-0A1-001221,20190125,ANDOVER,MV,M,40,M,J,TURK
MSP - DFS,2019-0A1-001221,20190125,ANDOVER,MV,M,40,M,J,TURK
MSP - DFS,2019-0A1-001221,20190125,ANDOVER,MV,M,40,M,J,TURK
MSP - DFS,2019-0A1-001221,20190125,ANDOVER,MV,M,40,M,J,TURK
MSP - DFS,2019-0A1-001221,20190125,ANDOVER,MV,M,40,M,J,TURK
MSP - DFS,2019-0A1-001221,20190125,ANDOVER,MV,M,40,M,J,TURK
MSP - DFS,2019-0C9-000345,20190125,HARVARD,90Z,W,42,M,H,DR
MSP - DFS,2019-0B3-000565,20190125,CHICOPEE,90Z,W,45,M,H,PR
MSP - DFS,2019-0H7-000573,20190126,CANTON,MV,M,27,M,B,U
MSP - DFS,2019-0H7-000573,20190126,CANTON,MV,M,27,M,B,U
MSP - DFS,2019-0H7-000573,20190126,CANTON,MV,M,27,M,B,U
MSP - DFS,2019-0H7-000573,20190126,CANTON,MV,M,27,M,B,U
MSP - DFS,2019-0C5-000370,20190126,STURBRIDGE,280,F,30,M,B,JM
MSP - DFS,2019-0C5-000370,20190126,STURBRIDGE,520,F,30,M,B,JM
MSP - DFS,2019-0C5-000370,20190126,STURBRIDGE,520,F,30,M,B,JM
MSP - DFS,2019-0C5-000370,20190126,STURBRIDGE,520,F,30,M,B,JM
MSP - DFS,2019-0C5-000370,20190126,STURBRIDGE,520,F,30,M,B,JM
MSP - DFS,2019-0C5-000370,20190126,STURBRIDGE,520,F,30,M,B,JM
MSP - DFS,2019-0C5-000370,20190126,STURBRIDGE,520,F,30,M,B,JM
MSP - DFS,2019-0C5-000370,20190126,STURBRIDGE,MV,M,30,M,B,JM
MSP - DFS,2019-0C5-000370,20190126,STURBRIDGE,MV,M,30,M,B,JM
MSP - DFS,2019-0H6-000659,20190126,QUINCY,90D,M,33,M,O,CN
MSP - DFS,2019-0H6-000659,20190126,QUINCY,MV,M,33,M,O,CN
MSP - DFS,2019-0H6-000659,20190126,QUINCY,MV,M,33,M,O,CN
MSP - DFS,2019-0D1-000459,20190126,WEYMOUTH,MV,M,33,M,W,BRA
MSP - DFS,2019-0D1-000459,20190126,WEYMOUTH,MV,M,33,M,W,BRA
MSP - DFS,2019-0F1-004045,20190126,BOSTON,90Z,W,37,M,H,DR
MSP - DFS,2019-0A6-000779,20190126,LYNNFIELD,90D,F,39,M,H,BRA
MSP - DFS,2019-0A6-000779,20190126,LYNNFIELD,MV,M,39,M,H,BRA
MSP - DFS,2019-0A6-000779,20190126,LYNNFIELD,MV,M,39,M,H,BRA
MSP - DFS,2019-0H6-000661,20190126,BOSTON,90D,M,40,M,H,PR
MSP - DFS,2019-0H6-000661,20190126,BOSTON,MV,M,40,M,H,PR
MSP - DFS,2019-0H6-000661,20190126,BOSTON,MV,M,40,M,H,PR
MSP - DFS,2019-0C6-000682,20190126,WORCESTER,90D,M,44,F,H,DR
MSP - DFS,2019-0C6-000682,20190126,WORCESTER,MV,M,44,F,H,DR
MSP - DFS,2019-0D3-000733,20190126,FALL RIVER,90Z,W,46,M,H,PR
MSP - DFS,2019-0H4-000455,20190126,BOSTON,90Z,W,47,F,H,PR
MSP - DFS,2019-0A5-000625,20190126,REVERE,90D,M,52,F,H,CB
MSP - DFS,2019-0A5-000625,20190126,REVERE,MV,M,52,F,H,CB
MSP - DFS,2019-0A5-000625,20190126,REVERE,MV,M,52,F,H,CB
MSP - DFS,2019-0A5-000625,20190126,REVERE,MV,M,52,F,H,CB
MSP - DFS,2019-0A5-000625,20190126,REVERE,MV,M,52,F,H,CB
MSP - DFS,2019-0C4-000418,20190126,HUDSON,250,M,54,M,W,DR
MSP - DFS,2019-0C4-000418,20190126,HUDSON,26A,M,54,M,W,DR
MSP - DFS,2019-0C4-000418,20190126,HUDSON,90Z,W,54,M,W,DR
MSP - DFS,2019-0C4-000418,20190126,HUDSON,90Z,O,54,M,W,DR
MSP - DFS,2019-0C4-000418,20190126,HUDSON,90Z,O,54,M,W,DR
MSP - DFS,2019-0C4-000418,20190126,HUDSON,MV,M,54,M,W,DR
MSP - DFS,2019-0C4-000418,20190126,HUDSON,MV,M,54,M,W,DR
MSP - DFS,2019-0C4-000437,20190127,LEOMINSTER,90Z,W,22,U,H,PR
MSP - DFS,2019-0D6-000068,20190127,NANTUCKET,MV,M,23,M,H,DR
MSP - DFS,2019-0D6-000068,20190127,NANTUCKET,MV,O,23,M,H,DR
MSP - DFS,2019-0C6-000706,20190127,WEST BOYLSTON,90D,M,29,M,H,DR
MSP - DFS,2019-0C6-000706,20190127,WEST BOYLSTON,MV,M,29,M,H,DR
MSP - DFS,2019-0C6-000706,20190127,WEST BOYLSTON,MV,M,29,M,H,DR
MSP - DFS,2019-0B3-000609,20190127,SPRINGFIELD,90Z,W,34,M,H,PR
MSP - DFS,2019-0H6-000693,20190127,MILTON,90D,M,45,M,H,PR
MSP - DFS,2019-0H6-000693,20190127,MILTON,MV,M,45,M,H,PR
MSP - DFS,2019-0H6-000693,20190127,MILTON,MV,M,45,M,H,PR
MSP - DFS,2019-0D4-000574,20190127,BROCKTON,90Z,M,52,M,B,U
MSP - DFS,2019-0D4-000574,20190127,BROCKTON,90Z,F,52,M,B,U
MSP - DFS,2019-0F1-004261,20190127,BOSTON,90Z,O,55,M,W,LE
MSP - DFS,2019-0H5-000894,20190128,NEWTON,90D,M,32,F,W,GR
MSP - DFS,2019-0H5-000894,20190128,NEWTON,MV,M,32,F,W,GR
MSP - DFS,2019-0H5-000894,20190128,NEWTON,MV,M,32,F,W,GR
MSP - DFS,2019-0A6-000827,20190128,BURLINGTON,90D,M,34,F,W,IRE
MSP - DFS,2019-0A6-000827,20190128,BURLINGTON,90D,M,34,F,W,IRE
MSP - DFS,2019-0A6-000827,20190128,BURLINGTON,MV,M,34,F,W,IRE
MSP - DFS,2019-0A6-000827,20190128,BURLINGTON,MV,O,34,F,W,IRE
MSP - DFS,2019-0C2-000776,20190128,SUTTON,90Z,W,37,F,H,PR
MSP - DFS,2019-0D4-000618,20190129,BROCKTON,35A,F,21,M,H,PR
MSP - DFS,2019-0D4-000618,20190129,BROCKTON,90G,M,21,M,H,PR
MSP - DFS,2019-0A5-000692,20190129,REVERE,280,M,23,F,H,DR
MSP - DFS,2019-0A5-000692,20190129,REVERE,280,M,23,M,H,DR
MSP - DFS,2019-0A5-000692,20190129,REVERE,90Z,W,23,F,H,DR
MSP - DFS,2019-0A5-000692,20190129,REVERE,90Z,W,23,M,H,DR
MSP - DFS,2019-0A5-000692,20190129,REVERE,90Z,W,23,F,H,DR
MSP - DFS,2019-0A5-000692,20190129,REVERE,MV,M,23,M,H,DR
MSP - DFS,2019-0A5-000692,20190129,REVERE,MV,M,23,M,H,DR
MSP - DFS,2019-GES-000481,20190129,SPRINGFIELD,"26A,270,23D,23H",F,28,F,H,PR
MSP - DFS,2019-0C2-000807,20190129,MILFORD,MV,M,42,M,W,MM
MSP - DFS,2019-0C2-000807,20190129,MILFORD,MV,M,42,M,W,MM
MSP - DFS,2019-0A4-000815,20190129,WOBURN,90Z,W,55,M,H,BRA
MSP - DFS,2019-0A4-000815,20190129,WOBURN,MV,M,55,M,H,BRA
MSP - DFS,2019-0A4-000815,20190129,WOBURN,MV,M,55,M,H,BRA
MSP - DFS,2019-0A1-001442,20190130,WILMINGTON,90D,M,27,M,W,IRE
MSP - DFS,2019-0A1-001442,20190130,WILMINGTON,MV,M,27,M,W,IRE
MSP - DFS,2019-0A1-001442,20190130,WILMINGTON,MV,M,27,M,W,IRE
MSP - DFS,2019-0A1-001442,20190130,WILMINGTON,MV,M,27,M,W,IRE
MSP - DFS,2019-0A6-000902,20190130,PEABODY,90Z,W,44,M,W,U
MSP - DFS,2019-0A6-000902,20190130,PEABODY,90Z,W,44,M,W,U
MSP - DFS,2019-0A6-000902,20190130,PEABODY,MV,M,44,M,W,U
MSP - DFS,2019-0C6-000828,20190131,WORCESTER,90Z,W,22,U,H,PR
MSP - DFS,2019-0C6-000828,20190131,WORCESTER,MV,M,22,U,H,PR
MSP - DFS,2019-0C6-000828,20190131,WORCESTER,MV,M,22,U,H,PR
MSP - DFS,2019-0H3-000895,20190131,NORTON,90Z,W,25,M,W,ITAL
MSP - DFS,2019-0H2-000887,20190131,WESTON,90Z,W,32,F,W,RO
MSP - DFS,2019-0B3-000722,20190131,SPRINGFIELD,90Z,W,42,M,H,PR
MSP - DFS,2019-0B3-000722,20190131,SPRINGFIELD,90Z,W,42,M,H,PR
MSP - DFS,2019-0A6-000964,20190131,SAUGUS,90D,M,46,M,B,HT
MSP - DFS,2019-0A6-000964,20190131,SAUGUS,MV,M,46,M,B,HT
MSP - DFS,2019-0A6-000964,20190131,SAUGUS,MV,M,46,M,B,HT
MSP - DFS,2019-0A1-001610,20190201,LOWELL,90Z,W,28,M,W,BRA
MSP - DFS,2019-0C6-000838,20190201,HOLDEN,90Z,W,32,M,B,HT
MSP - DFS,2019-0A4-000900,20190201,MEDFORD,90Z,W,37,M,B,HT
MSP - DFS,2019-0A4-000900,20190201,MEDFORD,MV,M,37,M,B,HT
MSP - DFS,2019-0C4-000519,20190201,FITCHBURG,90Z,W,40,M,H,PR
MSP - DFS,2019-0D2-000702,20190201,DENNIS,520,F,51,M,W,GR
MSP - DFS,2019-0D2-000702,20190201,DENNIS,520,F,51,M,W,GR
MSP - DFS,2019-0B3-000808,20190202,SPRINGFIELD,520,F,25,M,H,PR
MSP - DFS,2019-0B3-000808,20190202,SPRINGFIELD,520,F,25,M,H,PR
MSP - DFS,2019-0B3-000808,20190202,SPRINGFIELD,520,F,25,M,H,PR
MSP - DFS,2019-0B3-000808,20190202,SPRINGFIELD,520,F,25,M,H,PR
MSP - DFS,2019-0B3-000808,20190202,SPRINGFIELD,35A,F,25,M,H,PR
MSP - DFS,2019-0B2-000844,20190202,COLRAIN,90Z,W,26,M,W,U
MSP - DFS,2019-0B3-000801,20190202,SPRINGFIELD,35A,F,28,M,H,PR
MSP - DFS,2019-0B3-000801,20190202,SPRINGFIELD,MV,M,28,M,H,PR
MSP - DFS,2019-0B3-000801,20190202,SPRINGFIELD,MV,M,28,M,H,PR
MSP - DFS,2019-0CX-000958,20190202,WESTBOROUGH,90Z,W,31,F,H,BRA
MSP - DFS,2019-0CX-000958,20190202,WESTBOROUGH,90Z,W,31,F,H,BRA
MSP - DFS,2019-0CX-000958,20190202,WESTBOROUGH,90Z,,31,F,H,BRA
MSP - DFS,2019-0CX-000958,20190202,WESTBOROUGH,MV,M,31,F,H,BRA
MSP - DFS,2019-0D4-000701,20190202,BROCKTON,MV,M,36,M,W,U
MSP - DFS,2019-0D4-000701,20190202,BROCKTON,MV,O,36,M,W,U
MSP - DFS,2019-0B8-000518,20190202,LUDLOW,90D,M,39,M,H,PR
MSP - DFS,2019-0B8-000518,20190202,LUDLOW,MV,M,39,M,H,PR
MSP - DFS,2019-0B8-000518,20190202,LUDLOW,MV,M,39,M,H,PR
MSP - DFS,2019-0B8-000518,20190202,LUDLOW,MV,M,39,M,H,PR
MSP - DFS,2019-0B8-000518,20190202,LUDLOW,MV,M,39,M,H,PR
MSP - DFS,2019-0A2-000824,20190203,GEORGETOWN,90Z,W,25,M,H,PR
MSP - DFS,2019-0A2-000824,20190203,GEORGETOWN,90Z,W,25,M,H,PR
MSP - DFS,2019-0A2-000824,20190203,GEORGETOWN,90Z,W,25,M,H,PR
MSP - DFS,2019-0A2-000824,20190203,AMESBURY,90Z,W,25,M,H,PR
MSP - DFS,2019-0A2-000824,20190203,AMESBURY,90Z,W,25,M,H,PR
MSP - DFS,2019-0A2-000824,20190203,AMESBURY,90Z,W,25,M,H,PR
MSP - DFS,2019-0A2-000824,20190203,AMESBURY,90Z,W,25,M,H,PR
MSP - DFS,2019-0A2-000824,20190203,AMESBURY,90Z,W,25,M,H,PR
MSP - DFS,2019-0A2-000824,20190203,AMESBURY,90Z,W,25,M,H,PR
MSP - DFS,2019-0A2-000824,20190203,AMESBURY,MV,M,25,M,H,PR
MSP - DFS,2019-0A2-000824,20190203,AMESBURY,MV,M,25,M,H,PR
MSP - DFS,2019-0A2-000824,20190203,GEORGETOWN,MV,M,25,M,H,PR
MSP - DFS,2019-0A2-000824,20190203,AMESBURY,MV,M,25,M,H,PR
MSP - DFS,2019-0A2-000824,20190203,GEORGETOWN,MV,M,25,M,H,PR
MSP - DFS,2019-0A2-000824,20190203,AMESBURY,MV,M,25,M,H,PR
MSP - DFS,2019-0A2-000824,20190203,GEORGETOWN,MV,M,25,M,H,PR
MSP - DFS,2019-0A2-000824,20190203,AMESBURY,MV,M,25,M,H,PR
MSP - DFS,2019-0A2-000824,20190203,AMESBURY,MV,M,25,M,H,PR
MSP - DFS,2019-0A2-000824,20190203,AMESBURY,MV,M,25,M,H,PR
MSP - DFS,2019-0A2-000824,20190203,GEORGETOWN,MV,M,25,M,H,PR
MSP - DFS,2019-0A2-000824,20190203,AMESBURY,MV,M,25,M,H,PR
MSP - DFS,2019-0C2-000940,20190203,SOUTHBOROUGH,90D,M,28,M,W,BRA
MSP - DFS,2019-0C2-000940,20190203,SOUTHBOROUGH,MV,M,28,M,W,BRA
MSP - DFS,2019-0C2-000940,20190203,SOUTHBOROUGH,MV,M,28,M,W,BRA
MSP - DFS,2019-0C2-000940,20190203,SOUTHBOROUGH,MV,M,28,M,W,BRA
MSP - DFS,2019-0A1-001695,20190203,READING,MV,M,39,M,H,PR
MSP - DFS,2019-0A1-001695,20190203,READING,MV,M,39,M,H,PR
MSP - DFS,2019-0B3-000821,20190203,CHICOPEE,90Z,W,41,F,H,PR
MSP - DFS,2019-0B3-000821,20190203,CHICOPEE,MV,M,41,F,H,PR
MSP - DFS,2019-0B3-000821,20190203,CHICOPEE,MV,M,41,F,H,PR
MSP - DFS,2019-0B3-000821,20190203,CHICOPEE,MV,M,41,F,H,PR
MSP - DFS,2019-0D3-000967,20190203,FALL RIVER,90D,M,50,M,W,HT
MSP - DFS,2019-0D3-000967,20190203,FALL RIVER,MV,M,50,M,W,HT
MSP - DFS,2019-0D3-000967,20190203,FALL RIVER,MV,M,50,M,W,HT
MSP - DFS,2019-0H4-000600,20190204,CAMBRIDGE,90Z,W,22,M,O,CN
MSP - DFS,2019-0H4-000600,20190204,CAMBRIDGE,MV,M,22,M,O,CN
MSP - DFS,2019-0H2-000996,20190204,NEEDHAM,35A,F,28,F,W,U
MSP - DFS,2019-0H2-000996,20190204,NEEDHAM,90Z,W,28,F,W,U
MSP - DFS,2019-0C6-000923,20190204,WEST BOYLSTON,90Z,W,30,F,H,PR
MSP - DFS,2019-0H2-000996,20190204,NEEDHAM,90Z,W,34,M,W,U
MSP - DFS,2019-0H2-000996,20190204,NEEDHAM,90Z,W,34,M,W,U
MSP - DFS,2019-0H2-000996,20190204,NEEDHAM,90Z,W,34,M,W,U
MSP - DFS,2019-0H2-000996,20190204,NEEDHAM,90Z,W,34,M,W,U
MSP - DFS,2019-0H2-000996,20190204,NEEDHAM,90Z,W,34,M,W,U
MSP - DFS,2019-0H2-000996,20190204,NEEDHAM,90Z,W,34,M,W,U
MSP - DFS,2019-0B3-000840,20190204,CHICOPEE,35A,F,48,M,H,PR
MSP - DFS,2019-0B3-000840,20190204,CHICOPEE,MV,M,48,M,H,PR
MSP - DFS,2019-0H4-000624,20190205,BOSTON,90Z,W,22,M,H,DR
MSP - DFS,2019-0H4-000624,20190205,BOSTON,MV,M,22,M,H,DR
MSP - DFS,2019-0B6-001333,20190205,HOLYOKE,90Z,W,31,M,H,PR
MSP - DFS,2019-0A5-000858,20190205,REVERE,35A,F,33,M,H,DR
MSP - DFS,2019-0A5-000858,20190205,REVERE,35A,F,33,M,H,DR
MSP - DFS,2019-0A5-000858,20190205,REVERE,90Z,F,33,M,H,DR
MSP - DFS,2019-0H2-001014,20190205,CANTON,90Z,W,35,U,B,U
MSP - DFS,2019-GES-000570,20190205,SPRINGFIELD,35A,F,40,M,H,PR
MSP - DFS,2019-0H6-000927,20190205,BOSTON,90D,M,40,M,H,PR
MSP - DFS,2019-GES-000570,20190205,SPRINGFIELD,90Z,W,40,M,H,PR
MSP - DFS,2019-0H6-000927,20190205,BOSTON,MV,M,40,M,H,PR
MSP - DFS,2019-0A5-000848,20190205,REVERE,90D,M,52,M,H,DR
MSP - DFS,2019-0A5-000848,20190205,REVERE,MV,M,52,M,H,DR
MSP - DFS,2019-0A5-000848,20190205,REVERE,MV,M,52,M,H,DR
MSP - DFS,2019-0H4-000641,20190206,CAMBRIDGE,90Z,W,23,M,H,DR
MSP - DFS,2019-0H4-000641,20190206,CAMBRIDGE,MV,M,23,M,H,DR
MSP - DFS,2019-0H4-000641,20190206,CAMBRIDGE,MV,M,23,M,H,DR
MSP - DFS,2019-0C9-000515,20190206,AYER,90Z,W,25,M,W,FR
MSP - DFS,2019-0D4-000775,20190206,BROCKTON,35A,F,28,M,W,IRE
MSP - DFS,2019-0D4-000775,20190206,BROCKTON,35A,F,28,M,W,IRE
MSP - DFS,2019-0D4-000775,20190206,BROCKTON,90Z,W,28,M,W,IRE
MSP - DFS,2019-0D4-000775,20190206,BROCKTON,90Z,W,28,M,W,IRE
MSP - DFS,2019-0C4-000606,20190207,FITCHBURG,90Z,W,25,M,H,PR
MSP - DFS,2019-0B3-000899,20190207,SPRINGFIELD,35A,F,30,M,H,PR
MSP - DFS,2019-0B3-000899,20190207,SPRINGFIELD,35A,F,30,M,H,PR
MSP - DFS,2019-0B3-000899,20190207,SPRINGFIELD,35A,F,30,M,H,PR
MSP - DFS,2019-0B3-000899,20190207,SPRINGFIELD,90Z,W,30,M,H,PR
MSP - DFS,2019-0A3-001340,20190207,CHELMSFORD,MV,M,31,M,H,DR
MSP - DFS,2019-0A4-001096,20190207,SOMERVILLE,90D,M,31,M,W,IRE
MSP - DFS,2019-0A4-001096,20190207,SOMERVILLE,MV,M,31,M,W,IRE
MSP - DFS,2019-0C4-000594,20190207,FITCHBURG,35A,F,35,M,O,KOR
MSP - DFS,2019-0C4-000594,20190207,FITCHBURG,90Z,W,35,M,O,KOR
MSP - DFS,2019-0C6-001025,20190207,WORCESTER,90Z,W,36,M,W,U
MSP - DFS,2019-0H6-000978,20190207,BOSTON,90,M,40,M,O,CN
MSP - DFS,2019-0H6-000978,20190207,BOSTON,13A,F,40,M,O,CN
MSP - DFS,2019-0D7-000758,20190207,WAREHAM,MV,M,40,M,W,ITAL
MSP - DFS,2019-0D7-000758,20190207,WAREHAM,MV,M,40,M,W,ITAL
MSP - DFS,2019-0D7-000758,20190207,WAREHAM,MV,M,40,M,W,ITAL
MSP - DFS,2019-0A4-001057,20190207,EVERETT,90D,M,43,M,H,HB
MSP - DFS,2019-0A4-001057,20190207,EVERETT,90G,M,43,M,H,HB
MSP - DFS,2019-0A4-001057,20190207,EVERETT,MV,M,43,M,H,HB
MSP - DFS,2019-0A4-001057,20190207,EVERETT,MV,M,43,M,H,HB
MSP - DFS,2019-0A4-001057,20190207,EVERETT,MV,O,43,M,H,HB
MSP - DFS,2019-0H4-000661,20190207,CAMBRIDGE,90Z,W,51,M,H,CB
MSP - DFS,2019-0F1-005861,20190207,BOSTON,90Z,W,51,F,H,DR
MSP - DFS,2019-0C5-000569,20190207,STURBRIDGE,90Z,W,55,M,W,FR
MSP - DFS,2019-0C5-000569,20190207,STURBRIDGE,MV,M,55,M,W,FR
MSP - DFS,2019-0C5-000569,20190207,STURBRIDGE,MV,M,55,M,W,FR
MSP - DFS,2019-0C4-000636,20190208,LEOMINSTER,90Z,W,24,M,H,DR
MSP - DFS,2019-0B3-000918,20190208,SPRINGFIELD,90Z,W,28,M,H,PR
MSP - DFS,2019-0C4-000616,20190208,FITCHBURG,MV,M,32,F,O,LAOS
MSP - DFS,2019-0C4-000616,20190208,FITCHBURG,MV,M,32,F,O,LAOS
MSP - DFS,2019-0C4-000616,20190208,FITCHBURG,MV,M,32,F,O,LAOS
MSP - DFS,2019-0C4-000616,20190208,FITCHBURG,MV,M,32,F,O,LAOS
MSP - DFS,2019-0CX-001141,20190208,STURBRIDGE,13A,F,34,M,H,U
MSP - DFS,2019-0B4-000731,20190208,CHESHIRE,90Z,W,36,M,W,U
MSP - DFS,2019-0B4-000731,20190208,CHESHIRE,MV,M,36,M,W,U
MSP - DFS,2019-0B4-000731,20190208,CHESHIRE,MV,M,36,M,W,U
MSP - DFS,2019-0B4-000731,20190208,CHESHIRE,MV,M,36,M,W,U
MSP - DFS,2019-0H7-000795,20190208,MILTON,250,M,37,M,H,PR
MSP - DFS,2019-0H7-000795,20190208,MILTON,250,M,37,M,H,PR
MSP - DFS,2019-0H7-000795,20190208,MILTON,26A,M,37,M,H,PR
MSP - DFS,2019-0H7-000795,20190208,MILTON,26C,M,37,M,H,PR
MSP - DFS,2019-0H7-000795,20190208,MILTON,MV,M,37,M,H,PR
MSP - DFS,2019-0H7-000795,20190208,MILTON,MV,M,37,M,H,PR
MSP - DFS,2019-0H7-000795,20190208,MILTON,MV,M,37,M,H,PR
MSP - DFS,2019-0H7-000795,20190208,MILTON,MV,M,37,M,H,PR
MSP - DFS,2019-0H7-000795,20190208,MILTON,MV,M,37,M,H,PR
MSP - DFS,2019-0A5-000947,20190208,REVERE,90Z,W,38,U,W,BRA
MSP - DFS,2019-0A5-000947,20190208,REVERE,MV,M,38,U,W,BRA
MSP - DFS,2019-0D4-000802,20190208,BROCKTON,90D,M,47,M,B,U
MSP - DFS,2019-0D4-000802,20190208,BROCKTON,90G,M,47,M,B,U
MSP - DFS,2019-0D4-000802,20190208,BROCKTON,MV,M,47,M,B,U
MSP - DFS,2019-0D4-000802,20190208,BROCKTON,MV,M,47,M,B,U
MSP - DFS,2019-0D4-000802,20190208,BROCKTON,MV,M,47,M,B,U
MSP - DFS,2019-0D4-000802,20190208,BROCKTON,MV,M,47,M,B,U
MSP - DFS,2019-0C5-000585,20190208,STURBRIDGE,520,F,53,M,H,PR
MSP - DFS,2019-0C5-000585,20190208,STURBRIDGE,520,F,53,M,H,PR
MSP - DFS,2019-0C5-000585,20190208,STURBRIDGE,520,F,53,M,H,PR
MSP - DFS,2019-0C5-000585,20190208,STURBRIDGE,520,F,53,M,H,PR
MSP - DFS,2019-0C5-000585,20190208,STURBRIDGE,520,F,53,M,H,PR
MSP - DFS,2019-0C5-000585,20190208,STURBRIDGE,"26A,270,23D,23H",F,53,M,H,PR
MSP - DFS,2019-0C5-000585,20190208,STURBRIDGE,35A,F,53,M,H,PR
MSP - DFS,2019-0C5-000585,20190208,STURBRIDGE,MV,M,53,M,H,PR
MSP - DFS,2019-0C5-000585,20190208,STURBRIDGE,MV,M,53,M,H,PR
